Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,Yes,Travel_Frequently,199,Sales,39,1,2,Female,4,4,Laboratory Technician,3,Married,4,Yes,10,3,4,1,33,1,2,10,9,3,5
33,Yes,Travel_Rarely,1291,Sales,27,1,4,Female,3,5,Sales Executive,3,Married,8,No,1,4,1,2,30,1,4,24,24,4,3
39,Yes,Travel_Frequently,532,Sales,35,2,4,Female,3,4,Research Scientist,2,Single,8,No,11,3,1,4,13,6,4,7,6,6,6
26,Yes,Non-Travel,268,Research & Development,28,2,3,Male,4,2,Sales Representative,4,Single,5,Yes,13,2,2,4,27,3,2,19,2,4,8
22,Yes,Travel_Rarely,1257,Research & Development,43,1,3,Male,2,5,Human Resources,1,Married,3,No,44,2,3,4,31,1,4,18,2,12,7
46,Yes,Non-Travel,974,Human Resources,1,3,3,Female,3,1,Sales Representative,2,Married,1,No,26,3,4,3,14,4,4,8,3,1,8
26,No,Travel_Frequently,671,Research & Development,22,5,4,Male,1,3,Manager,2,Single,6,Yes,12,3,2,2,31,3,2,17,8,14,9
58,Yes,Travel_Frequently,740,Software,38,4,1,Male,1,2,Research Scientist,3,Married,4,No,18,3,4,4,16,5,2,9,2,1,2
19,Yes,Travel_Frequently,1347,Sales,29,2,4,Male,2,4,Human Resources,4,Single,5,Yes,11,1,1,2,40,3,1,17,1,11,3
35,No,Travel_Frequently,851,Hardware,6,3,4,Female,4,5,Sales Executive,3,Married,0,Yes,31,4,2,3,35,1,3,26,12,11,3
22,No,Travel_Rarely,565,Research & Development,7,2,3,Female,4,5,Manager,4,Single,0,No,14,3,4,4,11,3,3,9,2,4,8
19,No,Travel_Rarely,1481,Sales,24,4,4,Male,4,2,Human Resources,3,Divorced,4,Yes,0,3,2,3,34,6,4,10,9,8,8
30,Yes,Travel_Rarely,672,Sales,6,3,2,Female,3,1,Human Resources,4,Single,8,Yes,36,3,3,2,33,2,4,2,1,1,2
54,No,Travel_Frequently,1413,Sales,19,2,3,Female,2,4,Laboratory Technician,3,Married,6,No,22,2,3,4,37,4,3,3,1,1,3
19,No,Non-Travel,797,Research & Development,22,2,3,Male,3,4,Manager,3,Married,7,No,9,2,1,2,29,4,2,8,7,6,5
31,Yes,Travel_Frequently,956,Hardware,14,1,1,Female,2,4,Laboratory Technician,4,Divorced,5,No,47,4,2,3,18,6,3,13,11,4,10
48,No,Non-Travel,346,Research & Development,24,5,1,Male,1,5,Healthcare Representative,1,Divorced,0,Yes,1,4,4,1,35,3,4,21,2,9,10
47,Yes,Travel_Rarely,1153,Hardware,25,5,3,Female,2,5,Laboratory Technician,3,Single,1,No,35,1,1,4,25,2,2,18,9,16,7
47,Yes,Travel_Frequently,226,Software,43,1,1,Male,4,5,Manager,4,Married,1,Yes,3,2,1,2,12,5,4,6,3,5,3
18,Yes,Travel_Frequently,1185,Hardware,25,3,1,Female,1,5,Manufacturing Director,2,Divorced,0,Yes,6,1,2,3,7,6,2,6,1,6,6
25,Yes,Non-Travel,706,Software,37,2,2,Male,2,4,Manufacturing Director,4,Single,4,No,24,2,3,3,14,3,3,9,5,3,3
32,No,Travel_Rarely,400,Hardware,48,4,3,Female,2,5,Research Director,2,Single,8,Yes,25,4,1,1,4,2,3,1,1,1,1
48,Yes,Non-Travel,772,Support,31,3,3,Female,1,3,Research Scientist,3,Single,6,Yes,2,1,4,3,1,3,4,1,1,1,1
31,No,Non-Travel,539,Hardware,2,3,4,Male,3,3,Manufacturing Director,1,Divorced,8,Yes,7,3,3,4,26,6,4,19,9,18,15
50,Yes,Travel_Rarely,1379,Sales,18,4,4,Male,4,4,Sales Executive,1,Divorced,2,No,1,4,3,3,30,4,2,29,27,10,21
22,No,Travel_Frequently,1297,Sales,44,2,3,Male,2,2,Sales Representative,2,Divorced,5,No,19,3,4,1,19,1,3,19,16,17,13
57,No,Non-Travel,1361,Sales,35,3,3,Male,1,3,Developer,1,Single,7,Yes,11,1,4,2,12,5,1,1,1,1,1
32,Yes,Travel_Frequently,898,Hardware,17,2,3,Female,2,3,Laboratory Technician,1,Single,2,Yes,43,4,3,3,30,1,2,28,13,13,25
57,Yes,Travel_Frequently,298,Research & Development,46,2,1,Male,3,2,Developer,2,Married,5,Yes,14,4,4,4,21,4,2,11,8,4,6
48,Yes,Non-Travel,1121,Research & Development,9,5,3,Female,2,4,Sales Representative,2,Married,4,Yes,30,1,3,3,30,3,3,16,3,15,8
50,No,Non-Travel,613,Human Resources,6,3,1,Male,3,4,Developer,3,Single,0,No,45,4,1,1,3,3,1,2,2,2,1
28,No,Travel_Rarely,1148,Support,32,2,3,Male,2,5,Sales Representative,2,Married,6,Yes,18,3,1,2,40,3,1,17,2,5,5
29,No,Non-Travel,1472,Human Resources,4,3,4,Male,3,1,Developer,2,Married,0,Yes,46,3,3,1,18,6,2,7,5,4,1
27,Yes,Non-Travel,1371,Hardware,43,3,1,Male,2,5,Sales Executive,2,Divorced,4,Yes,36,3,3,3,5,3,2,3,3,3,1
18,No,Non-Travel,1286,Research & Development,22,4,1,Male,3,2,Research Scientist,4,Single,7,No,5,3,1,3,1,4,3,1,1,1,1
48,No,Travel_Frequently,841,Human Resources,22,5,2,Male,1,5,Research Director,2,Divorced,7,Yes,8,1,3,1,31,4,4,21,2,5,3
36,No,Travel_Frequently,689,Research & Development,33,1,4,Male,4,2,Sales Executive,4,Single,3,Yes,14,3,3,4,32,6,2,20,4,12,16
57,Yes,Travel_Frequently,389,Software,31,4,3,Female,1,2,Human Resources,1,Divorced,4,Yes,15,4,3,2,25,4,4,17,11,10,2
54,No,Travel_Frequently,1061,Software,33,4,3,Female,1,2,Healthcare Representative,1,Married,7,Yes,13,4,1,1,40,4,2,1,1,1,1
44,Yes,Travel_Frequently,1396,Sales,12,5,3,Male,2,2,Manufacturing Director,2,Single,2,No,27,1,3,4,9,5,4,3,3,2,3
59,No,Non-Travel,997,Sales,4,4,1,Female,4,2,Healthcare Representative,2,Divorced,6,Yes,12,4,4,3,39,1,2,27,6,4,14
50,Yes,Travel_Rarely,345,Software,40,3,1,Male,2,5,Manufacturing Director,1,Single,1,Yes,6,2,4,4,34,5,1,29,2,24,3
19,Yes,Travel_Rarely,489,Support,9,5,3,Male,3,3,Healthcare Representative,1,Divorced,7,Yes,12,4,3,2,31,1,3,28,4,19,11
56,No,Non-Travel,649,Research & Development,23,2,2,Male,2,3,Research Director,4,Single,5,No,16,3,4,1,37,5,2,4,3,1,1
60,Yes,Travel_Frequently,510,Human Resources,7,3,2,Male,4,1,Manufacturing Director,3,Divorced,1,No,15,2,2,4,18,1,4,9,3,8,1
52,Yes,Travel_Rarely,558,Human Resources,19,1,1,Male,4,3,Manufacturing Director,1,Married,8,No,14,2,3,3,38,3,3,30,16,18,12
34,No,Travel_Frequently,1478,Software,8,4,3,Female,1,5,Developer,3,Single,4,No,28,4,3,1,2,4,3,2,1,2,2
50,No,Travel_Rarely,359,Research & Development,42,3,1,Female,4,5,Sales Executive,1,Married,1,No,33,2,2,4,14,2,2,12,5,8,8
43,No,Non-Travel,177,Support,38,3,2,Male,2,4,Sales Representative,2,Divorced,0,Yes,45,4,2,4,32,1,4,15,6,12,10
21,No,Non-Travel,977,Research & Development,20,1,2,Male,3,1,Healthcare Representative,1,Single,7,Yes,45,2,3,2,2,3,3,2,1,1,1
42,Yes,Travel_Frequently,532,Sales,49,3,3,Female,2,5,Healthcare Representative,4,Divorced,0,Yes,45,1,1,3,29,1,2,24,7,5,9
22,Yes,Non-Travel,1463,Sales,36,4,1,Male,1,2,Healthcare Representative,3,Divorced,8,No,17,1,3,2,36,2,3,21,3,16,7
49,No,Non-Travel,696,Support,18,5,2,Male,4,2,Healthcare Representative,3,Single,1,No,7,3,1,3,4,5,4,2,2,1,2
44,No,Travel_Rarely,410,Research & Development,31,2,3,Female,3,3,Human Resources,4,Divorced,3,Yes,43,3,2,4,30,2,4,4,3,1,4
60,No,Non-Travel,547,Support,8,3,2,Female,1,3,Developer,4,Single,4,No,38,4,1,2,10,1,2,10,9,8,1
27,Yes,Travel_Rarely,1072,Software,48,5,1,Female,4,3,Laboratory Technician,1,Divorced,2,No,7,3,3,2,4,2,2,3,1,1,2
37,No,Travel_Frequently,1180,Support,4,3,4,Male,4,4,Laboratory Technician,4,Single,1,Yes,28,3,1,2,21,4,1,6,5,1,2
47,No,Travel_Frequently,704,Support,12,5,1,Female,1,5,Sales Representative,2,Single,7,Yes,39,2,4,1,34,5,4,9,3,6,1
24,Yes,Travel_Rarely,548,Research & Development,13,4,1,Male,1,1,Research Director,2,Single,5,No,26,1,1,4,22,6,2,19,13,5,6
44,No,Travel_Frequently,1034,Research & Development,40,1,1,Male,3,4,Sales Representative,4,Divorced,4,No,25,4,2,2,37,4,2,18,5,8,15
21,No,Travel_Rarely,974,Support,29,2,3,Female,4,2,Human Resources,4,Married,1,Yes,12,4,2,2,8,6,2,6,2,2,1
37,Yes,Travel_Frequently,1468,Hardware,7,3,3,Female,2,3,Developer,1,Divorced,4,Yes,24,2,4,1,19,2,2,9,3,8,8
60,No,Non-Travel,1177,Research & Development,16,3,1,Male,2,2,Manufacturing Director,1,Married,4,No,34,3,1,4,33,6,2,26,13,21,22
32,Yes,Travel_Rarely,1429,Human Resources,4,4,2,Male,4,3,Sales Executive,2,Divorced,2,Yes,24,1,1,1,22,6,1,19,4,16,2
59,Yes,Travel_Rarely,419,Sales,47,3,4,Female,2,4,Human Resources,2,Married,7,Yes,12,3,3,2,14,3,1,6,3,1,3
47,No,Travel_Rarely,752,Support,9,1,3,Female,3,4,Sales Executive,1,Married,4,No,17,3,2,1,16,2,2,2,1,2,2
50,Yes,Travel_Rarely,740,Hardware,17,5,1,Male,1,1,Laboratory Technician,3,Divorced,6,No,14,2,1,4,35,2,2,5,2,1,4
27,No,Non-Travel,1425,Support,45,1,2,Female,1,3,Healthcare Representative,3,Single,4,No,44,3,3,3,10,5,4,6,1,6,4
29,No,Travel_Frequently,570,Software,41,1,3,Male,3,3,Healthcare Representative,1,Divorced,7,Yes,6,1,1,4,22,6,4,2,2,1,1
54,No,Travel_Frequently,282,Human Resources,40,2,4,Male,2,3,Developer,1,Married,4,Yes,13,3,2,2,20,6,3,12,6,5,11
55,No,Non-Travel,1394,Hardware,50,2,2,Female,3,5,Manufacturing Director,4,Divorced,7,No,33,1,4,1,25,5,3,5,5,3,5
48,Yes,Non-Travel,481,Support,6,1,4,Male,1,4,Manufacturing Director,1,Divorced,2,Yes,34,4,1,1,20,5,1,18,11,16,3
23,Yes,Travel_Frequently,456,Hardware,43,3,4,Male,4,3,Developer,3,Married,0,Yes,42,1,1,4,20,3,4,3,2,3,2
33,No,Travel_Frequently,1231,Sales,45,4,2,Female,4,4,Human Resources,4,Married,0,Yes,29,1,3,2,24,2,1,23,10,15,18
30,No,Travel_Rarely,284,Support,45,4,2,Male,3,2,Sales Representative,1,Married,8,Yes,25,2,3,4,31,4,4,4,3,2,2
48,Yes,Travel_Frequently,1304,Human Resources,25,5,1,Female,1,2,Healthcare Representative,1,Single,2,Yes,38,3,2,3,23,1,3,12,3,4,8
57,Yes,Travel_Rarely,305,Sales,19,5,2,Male,4,3,Manager,3,Married,2,No,42,2,2,3,29,2,3,11,7,1,8
26,Yes,Travel_Rarely,344,Hardware,49,2,2,Female,4,5,Laboratory Technician,3,Married,2,Yes,23,4,1,1,22,4,3,20,9,1,10
55,No,Non-Travel,646,Software,32,5,1,Female,4,3,Human Resources,4,Divorced,4,Yes,49,2,2,4,32,5,1,18,4,14,11
48,No,Non-Travel,543,Hardware,45,2,4,Male,2,5,Manager,3,Married,1,Yes,38,4,2,4,40,4,3,39,29,12,15
60,No,Non-Travel,901,Support,14,3,1,Female,3,2,Laboratory Technician,3,Divorced,4,Yes,25,4,4,2,33,4,1,17,15,5,4
45,Yes,Travel_Frequently,430,Support,22,2,2,Female,1,5,Manufacturing Director,3,Divorced,7,Yes,18,1,4,4,18,1,4,3,1,3,2
25,Yes,Non-Travel,831,Software,28,4,4,Female,4,4,Manufacturing Director,1,Divorced,1,No,14,4,1,3,10,2,2,9,5,1,9
33,No,Travel_Rarely,853,Software,38,4,2,Male,2,5,Human Resources,2,Divorced,7,No,13,1,4,1,27,5,3,11,9,7,8
36,No,Non-Travel,501,Hardware,14,5,4,Female,2,3,Developer,1,Single,6,No,29,4,2,2,27,5,2,7,6,4,6
31,Yes,Travel_Frequently,175,Software,11,2,1,Male,3,1,Research Director,1,Single,6,Yes,47,1,3,3,10,5,3,9,6,5,9
35,Yes,Non-Travel,507,Software,18,4,3,Male,1,3,Research Director,1,Divorced,8,No,17,1,4,2,6,1,2,2,2,2,1
60,No,Non-Travel,887,Hardware,40,5,4,Male,4,1,Developer,1,Single,5,No,12,4,2,4,36,5,2,6,2,2,1
27,No,Travel_Rarely,506,Support,12,2,2,Female,4,2,Sales Executive,2,Married,0,Yes,12,1,3,3,9,6,3,5,4,3,3
42,Yes,Non-Travel,1131,Support,33,4,4,Male,3,5,Sales Executive,2,Married,3,No,48,1,1,4,22,3,3,7,2,5,4
49,Yes,Non-Travel,197,Support,14,4,3,Male,3,3,Laboratory Technician,4,Divorced,6,No,43,1,4,2,32,2,4,25,18,9,5
41,Yes,Travel_Rarely,1060,Human Resources,2,4,1,Female,3,1,Research Scientist,3,Married,2,No,36,4,4,3,35,2,2,11,1,1,5
42,Yes,Travel_Rarely,271,Software,44,4,2,Male,2,1,Healthcare Representative,1,Divorced,5,No,3,4,1,4,7,5,1,6,5,2,5
56,Yes,Non-Travel,1034,Support,29,4,2,Female,2,2,Healthcare Representative,2,Single,2,No,36,2,2,1,24,1,2,7,4,3,7
44,Yes,Non-Travel,1170,Hardware,19,2,1,Male,2,1,Sales Representative,4,Married,1,No,22,4,2,2,28,2,1,11,1,11,8
56,No,Travel_Frequently,1243,Sales,2,3,2,Female,1,1,Manager,1,Married,5,No,34,2,1,2,12,2,2,8,8,2,1
40,Yes,Non-Travel,675,Research & Development,35,1,2,Male,1,5,Manager,3,Single,2,No,21,3,2,2,8,1,1,7,5,5,5
53,No,Non-Travel,1493,Human Resources,36,1,3,Male,4,4,Manufacturing Director,1,Married,7,No,26,2,2,3,27,3,4,24,18,3,22
48,No,Travel_Frequently,1478,Research & Development,49,1,4,Male,2,3,Sales Executive,1,Married,0,Yes,11,4,3,2,34,5,2,31,11,31,6
21,No,Non-Travel,223,Human Resources,19,2,2,Female,4,4,Research Scientist,3,Married,4,Yes,12,3,1,1,16,2,3,11,5,9,3
55,No,Non-Travel,1031,Research & Development,11,4,4,Male,3,5,Sales Representative,3,Single,5,Yes,5,1,2,4,11,1,4,9,5,3,5
60,No,Travel_Rarely,609,Research & Development,12,3,1,Female,2,5,Human Resources,1,Divorced,3,No,25,1,1,2,22,1,1,7,5,6,4
52,Yes,Travel_Frequently,750,Support,29,3,3,Female,4,2,Manufacturing Director,4,Married,1,No,21,2,2,2,6,3,2,4,1,1,2
22,No,Travel_Frequently,1103,Hardware,18,3,4,Male,1,3,Sales Executive,3,Married,8,Yes,5,1,4,2,2,1,1,1,1,1,1
26,No,Non-Travel,556,Sales,12,4,3,Male,1,2,Healthcare Representative,3,Divorced,0,Yes,9,2,4,4,12,1,3,3,3,3,1
30,Yes,Travel_Frequently,1362,Human Resources,33,5,3,Male,2,1,Human Resources,3,Divorced,5,No,31,2,4,3,11,3,4,6,1,4,6
57,No,Travel_Frequently,1134,Sales,44,5,2,Female,1,5,Developer,3,Divorced,1,No,26,1,1,3,11,6,4,7,7,7,6
52,Yes,Travel_Frequently,251,Human Resources,3,2,2,Female,3,2,Manager,3,Single,4,Yes,10,4,1,2,5,6,3,4,1,4,3
29,No,Travel_Rarely,188,Software,34,2,1,Male,2,1,Research Scientist,3,Single,3,Yes,5,3,1,4,37,6,3,24,11,9,5
43,Yes,Travel_Frequently,729,Hardware,47,4,2,Female,2,5,Research Director,3,Divorced,0,Yes,2,1,3,2,14,4,4,7,6,6,3
60,No,Travel_Frequently,183,Research & Development,1,5,1,Female,4,5,Research Scientist,4,Single,6,No,17,2,3,4,18,4,1,10,5,2,6
20,Yes,Travel_Frequently,415,Software,23,1,4,Male,2,1,Sales Representative,2,Married,2,No,31,2,4,3,11,2,4,10,6,4,8
45,Yes,Travel_Frequently,546,Human Resources,19,2,1,Male,3,1,Human Resources,2,Single,7,No,2,1,2,2,27,1,2,4,2,3,1
36,No,Non-Travel,170,Human Resources,41,3,1,Female,1,5,Research Scientist,4,Married,1,No,33,3,1,3,35,6,1,30,5,19,27
39,Yes,Non-Travel,903,Sales,8,2,3,Female,3,3,Research Director,2,Single,2,No,32,3,4,1,36,2,4,31,24,22,30
23,Yes,Travel_Frequently,362,Human Resources,3,1,1,Male,3,4,Sales Executive,4,Single,5,No,39,4,4,1,33,2,3,19,3,17,9
39,Yes,Travel_Rarely,251,Software,18,4,1,Female,2,1,Human Resources,1,Married,1,No,27,3,3,4,14,6,4,6,5,3,4
20,Yes,Non-Travel,1053,Sales,23,4,1,Male,2,1,Laboratory Technician,4,Single,0,Yes,42,3,3,4,9,2,4,3,3,3,2
36,Yes,Non-Travel,1131,Human Resources,17,5,3,Female,4,1,Sales Representative,2,Single,0,No,38,2,3,3,8,1,4,3,1,3,3
37,No,Travel_Frequently,290,Hardware,23,4,2,Male,4,1,Healthcare Representative,2,Divorced,3,Yes,41,3,4,2,36,5,4,14,4,14,2
51,No,Travel_Frequently,187,Human Resources,9,5,2,Female,2,4,Manager,3,Divorced,2,Yes,16,4,4,2,22,4,2,1,1,1,1
53,No,Travel_Rarely,432,Hardware,17,5,2,Male,3,4,Sales Executive,4,Divorced,8,Yes,25,4,2,4,28,2,4,17,2,12,10
44,Yes,Travel_Rarely,1491,Sales,19,4,1,Female,4,4,Research Scientist,3,Married,7,No,34,4,3,1,1,6,3,1,1,1,1
36,No,Travel_Frequently,581,Software,26,5,1,Male,4,5,Sales Executive,4,Married,6,Yes,17,3,3,3,35,5,4,23,3,22,4
43,Yes,Travel_Frequently,1123,Hardware,32,5,4,Female,1,3,Manufacturing Director,2,Married,8,No,22,1,1,1,25,1,1,17,11,2,4
45,No,Non-Travel,1176,Sales,12,4,2,Male,2,2,Human Resources,2,Divorced,1,No,22,3,2,2,29,2,3,2,2,2,2
21,No,Non-Travel,1073,Human Resources,17,3,1,Male,1,1,Sales Executive,4,Married,3,Yes,9,2,4,4,8,6,1,8,5,1,2
49,No,Non-Travel,898,Human Resources,23,2,1,Male,2,2,Laboratory Technician,1,Divorced,1,Yes,14,4,2,4,3,4,2,2,2,1,1
47,No,Travel_Frequently,269,Support,36,1,4,Female,3,5,Laboratory Technician,1,Married,8,Yes,32,3,2,3,29,1,4,1,1,1,1
51,Yes,Travel_Frequently,1447,Sales,36,2,2,Female,3,3,Research Scientist,4,Married,2,Yes,42,4,1,1,2,4,4,1,1,1,1
55,No,Travel_Frequently,479,Sales,48,3,4,Male,4,4,Research Scientist,1,Married,6,No,19,4,4,1,36,2,4,6,4,5,4
43,Yes,Travel_Rarely,1045,Support,18,2,3,Male,4,3,Manufacturing Director,3,Divorced,1,Yes,5,1,2,4,25,5,2,5,5,2,3
37,Yes,Travel_Rarely,803,Human Resources,34,3,4,Female,4,4,Manager,2,Married,4,No,48,1,1,1,7,1,4,5,2,2,5
60,No,Non-Travel,1327,Hardware,35,4,1,Female,4,4,Laboratory Technician,1,Single,5,Yes,5,3,4,2,14,2,2,12,2,2,3
19,No,Non-Travel,1012,Human Resources,24,5,1,Male,2,2,Healthcare Representative,3,Single,7,No,25,1,2,3,2,3,4,1,1,1,1
44,Yes,Travel_Frequently,765,Software,48,1,2,Female,1,1,Healthcare Representative,2,Single,0,No,8,4,4,2,28,2,3,28,17,17,10
58,Yes,Non-Travel,728,Software,30,2,2,Male,1,1,Manager,2,Single,1,Yes,26,4,4,1,3,1,3,2,2,1,2
47,Yes,Travel_Rarely,1398,Sales,15,5,4,Male,3,5,Manager,3,Single,6,No,41,2,1,1,38,5,4,8,3,3,8
53,No,Travel_Frequently,1417,Hardware,37,5,4,Female,2,4,Research Director,3,Divorced,3,No,38,1,4,1,8,6,2,4,4,3,2
42,No,Travel_Frequently,1299,Research & Development,31,5,2,Male,1,3,Manufacturing Director,2,Married,3,Yes,24,4,3,2,37,2,2,10,1,7,2
30,No,Travel_Frequently,290,Research & Development,45,2,2,Male,3,5,Sales Executive,4,Single,2,Yes,39,3,2,4,8,4,2,2,1,2,1
43,Yes,Travel_Rarely,267,Software,47,2,1,Female,2,2,Healthcare Representative,2,Single,5,No,8,1,2,1,37,3,3,17,11,3,4
25,Yes,Travel_Rarely,572,Sales,18,1,2,Male,1,5,Sales Executive,2,Single,6,No,33,3,3,1,17,3,3,5,1,1,4
44,No,Non-Travel,280,Research & Development,24,4,3,Female,4,4,Laboratory Technician,3,Married,7,Yes,29,4,2,2,40,6,3,13,7,11,9
28,No,Travel_Frequently,1347,Software,20,2,4,Female,4,2,Manager,4,Single,5,Yes,38,2,1,2,3,6,1,3,2,1,1
41,Yes,Non-Travel,852,Support,37,3,3,Male,3,2,Sales Executive,1,Married,5,Yes,20,1,4,2,19,4,2,12,8,6,2
38,Yes,Travel_Rarely,529,Hardware,21,5,4,Female,1,2,Laboratory Technician,1,Divorced,8,No,25,2,1,3,24,4,2,23,13,13,4
50,Yes,Non-Travel,997,Software,4,3,4,Female,4,4,Healthcare Representative,4,Married,5,No,35,2,1,3,28,1,2,9,5,2,9
23,No,Travel_Frequently,1479,Support,22,4,2,Female,4,4,Human Resources,3,Married,1,Yes,35,1,2,2,12,2,3,10,2,2,10
36,Yes,Travel_Rarely,198,Human Resources,4,2,4,Female,3,2,Research Scientist,4,Married,8,No,33,3,2,2,10,6,2,7,2,7,7
40,Yes,Non-Travel,101,Support,9,3,4,Female,1,2,Human Resources,1,Single,2,No,0,1,1,3,32,3,1,22,15,4,9
38,No,Travel_Frequently,990,Sales,49,1,1,Female,1,3,Sales Representative,2,Married,2,No,9,2,4,1,38,1,1,36,36,17,18
55,Yes,Non-Travel,1056,Hardware,13,3,3,Female,4,1,Laboratory Technician,3,Single,4,No,49,4,2,3,9,4,3,3,3,3,3
43,Yes,Travel_Rarely,665,Human Resources,25,5,2,Female,2,1,Human Resources,1,Married,4,No,0,1,3,2,16,4,3,12,3,7,1
51,Yes,Travel_Frequently,1410,Hardware,7,1,3,Female,2,2,Human Resources,1,Divorced,6,Yes,23,4,3,4,7,1,2,6,4,3,3
44,No,Non-Travel,605,Human Resources,38,1,4,Male,2,4,Sales Executive,3,Married,8,No,11,4,4,3,13,2,3,11,5,6,4
34,No,Travel_Frequently,858,Sales,38,3,1,Male,1,2,Manager,4,Divorced,2,No,5,4,2,2,33,5,1,11,11,2,10
30,No,Travel_Frequently,450,Human Resources,40,1,2,Male,3,3,Research Director,4,Divorced,4,No,36,1,4,4,17,5,3,14,8,10,12
54,No,Travel_Rarely,1368,Hardware,16,5,3,Male,4,5,Healthcare Representative,3,Divorced,2,Yes,41,2,2,1,32,5,2,3,3,1,3
48,Yes,Travel_Rarely,700,Hardware,16,1,4,Female,4,5,Developer,4,Married,6,No,33,1,1,3,29,4,3,13,13,8,7
25,No,Non-Travel,1434,Hardware,16,3,1,Male,4,4,Manufacturing Director,3,Divorced,1,No,8,1,2,2,27,6,3,12,2,5,7
44,Yes,Travel_Rarely,1271,Sales,19,3,4,Male,2,5,Research Director,3,Divorced,7,Yes,45,3,4,3,25,3,4,8,1,6,5
25,No,Non-Travel,325,Research & Development,44,3,3,Female,3,2,Research Scientist,3,Married,4,No,13,1,4,3,40,6,2,3,3,3,2
24,No,Travel_Frequently,695,Sales,15,4,2,Female,2,5,Manager,4,Single,4,Yes,15,1,2,2,9,3,1,5,1,1,4
26,Yes,Non-Travel,1418,Support,4,4,4,Male,3,2,Sales Executive,3,Married,6,No,19,2,2,2,19,1,1,13,8,10,2
34,Yes,Non-Travel,989,Human Resources,45,1,1,Female,1,4,Research Director,3,Divorced,4,No,8,4,1,4,20,4,1,5,4,4,1
21,Yes,Travel_Frequently,1261,Human Resources,40,3,2,Male,2,1,Developer,3,Divorced,0,No,44,2,2,3,31,1,2,9,3,2,6
22,No,Non-Travel,1177,Human Resources,43,5,2,Female,2,5,Sales Representative,2,Married,0,Yes,9,3,1,4,13,6,2,1,1,1,1
20,Yes,Non-Travel,401,Hardware,12,2,3,Female,3,5,Manager,4,Divorced,0,Yes,4,4,2,3,23,2,3,20,2,6,14
43,Yes,Non-Travel,592,Software,2,4,1,Female,1,2,Laboratory Technician,4,Divorced,1,No,38,1,3,1,27,6,2,12,6,11,8
18,No,Non-Travel,916,Sales,2,4,3,Male,2,2,Research Director,1,Divorced,0,No,35,2,3,2,23,1,2,21,16,1,16
30,Yes,Non-Travel,1251,Hardware,32,2,4,Female,4,4,Manufacturing Director,3,Married,1,Yes,21,1,4,4,14,1,4,3,2,3,1
24,Yes,Travel_Frequently,742,Research & Development,43,2,4,Female,4,1,Laboratory Technician,4,Single,0,No,30,3,2,3,34,3,3,32,5,10,4
52,No,Non-Travel,316,Sales,37,4,4,Male,1,4,Research Scientist,1,Married,2,No,44,3,2,2,36,2,2,34,24,14,4
57,No,Travel_Frequently,893,Research & Development,38,2,4,Female,2,2,Sales Representative,1,Married,3,No,45,3,2,3,10,1,1,5,2,2,3
27,No,Non-Travel,445,Research & Development,47,2,2,Female,2,2,Manager,3,Single,6,No,48,1,3,2,2,6,3,1,1,1,1
40,No,Travel_Rarely,1333,Sales,34,1,2,Male,1,5,Human Resources,4,Married,2,Yes,43,3,3,4,29,3,3,24,10,5,21
22,Yes,Non-Travel,333,Human Resources,22,2,4,Male,3,2,Manufacturing Director,2,Married,8,Yes,8,4,2,4,11,5,4,11,3,1,10
22,Yes,Non-Travel,891,Software,45,2,3,Female,2,1,Healthcare Representative,2,Married,0,Yes,14,2,3,4,14,5,4,4,2,4,2
42,Yes,Non-Travel,964,Support,16,4,4,Male,2,2,Manager,4,Married,6,No,44,2,1,4,25,5,2,25,21,25,17
42,No,Travel_Frequently,113,Software,17,2,3,Male,3,1,Human Resources,3,Single,0,Yes,42,4,2,4,30,3,2,5,1,5,2
19,Yes,Travel_Rarely,368,Software,39,4,4,Male,3,5,Developer,1,Married,6,Yes,24,4,4,2,37,5,1,32,28,19,31
24,No,Travel_Rarely,699,Sales,49,4,1,Male,4,1,Laboratory Technician,2,Married,7,Yes,1,4,1,2,20,5,3,20,19,18,18
55,No,Travel_Rarely,490,Human Resources,14,3,2,Female,4,4,Healthcare Representative,4,Married,0,Yes,35,1,3,3,34,6,3,23,1,19,6
26,No,Travel_Frequently,1143,Software,41,4,3,Female,1,4,Manager,2,Married,0,Yes,23,4,2,3,39,3,1,28,13,12,12
57,No,Travel_Rarely,1085,Research & Development,18,1,1,Male,4,3,Sales Representative,3,Single,7,No,2,4,1,1,29,2,2,6,1,6,3
27,No,Travel_Frequently,1134,Software,7,5,1,Female,2,1,Sales Executive,1,Single,8,Yes,34,1,1,3,9,5,4,2,2,1,1
38,Yes,Travel_Frequently,737,Sales,9,5,1,Female,2,3,Healthcare Representative,1,Single,8,No,9,1,3,4,21,5,3,1,1,1,1
24,Yes,Travel_Frequently,1010,Software,2,4,3,Male,3,2,Human Resources,3,Married,2,Yes,38,1,1,2,38,5,4,25,2,15,8
